,pm2.5_atm,pm2.5_atm,pm2.5_atm,pm10.0_atm,pm10.0_atm,pm10.0_atm,temp_celsius,temp_celsius,temp_celsius,humidity,humidity,humidity
,mean,min,max,mean,min,max,mean,min,max,mean,min,max
time_stamp,,,,,,,,,,,,
2024-01-01,3.72,1.0,9.4,4.09,1.1,9.9,34.75,29.44,42.78,41.48,22,58
2024-01-02,9.2,2.0,17.7,9.85,2.3,18.6,35.27,30.0,44.44,39.0,19,55
2024-01-03,12.26,6.6,23.0,13.0,7.1,23.8,34.49,28.89,42.78,38.81,21,55
2024-01-04,11.56,3.1,28.0,12.26,3.7,29.1,33.91,28.89,42.22,39.08,21,55
2024-01-05,10.34,3.1,34.7,11.0,3.6,39.5,34.75,28.89,45.0,36.58,20,52
2024-01-06,17.3,6.4,44.2,18.8,7.0,53.0,35.25,30.56,42.78,39.69,24,55
2024-01-07,25.82,12.5,51.2,28.41,13.6,60.6,34.31,29.44,41.67,39.56,24,52
2024-01-08,15.6,4.0,30.1,16.41,4.4,32.3,34.32,28.33,43.89,36.42,20,49
2024-01-09,12.73,2.8,27.9,13.34,3.0,29.3,33.54,31.11,37.22,42.62,34,51
2024-01-10,2.61,0.3,13.2,2.76,0.4,13.5,33.91,28.89,42.78,46.9,26,66
2024-01-11,9.21,0.3,52.8,10.28,0.4,64.5,34.12,29.44,40.0,44.15,27,60
2024-01-12,6.05,2.1,24.2,6.59,2.4,26.2,35.06,29.44,44.44,40.02,20,59
2024-01-13,5.13,1.7,12.0,5.55,1.9,12.6,34.81,29.44,43.33,40.08,22,57
2024-01-14,4.9,1.7,14.5,5.18,1.9,14.9,34.75,28.89,44.44,38.4,22,51
2024-01-15,10.93,1.2,39.7,11.43,1.4,46.3,34.51,30.0,43.33,42.21,25,53
2024-01-16,4.59,1.6,11.2,4.89,1.7,11.5,33.4,29.44,40.56,46.33,31,57
2024-01-17,3.97,1.9,7.2,4.25,2.1,7.5,34.22,29.44,42.78,44.92,25,61
2024-01-18,2.85,0.5,19.2,3.11,0.6,19.8,34.51,28.89,43.89,44.31,24,66
2024-01-19,6.01,2.1,20.9,6.43,2.3,21.6,34.68,30.0,43.33,41.35,22,62
2024-01-20,9.03,2.8,16.3,9.61,3.1,17.0,33.44,30.0,42.78,41.83,26,49
2024-01-21,5.29,1.8,12.3,5.76,2.0,13.0,34.02,29.44,42.22,44.56,25,58
2024-01-22,9.82,2.1,61.0,10.86,2.4,69.8,34.26,29.44,42.78,39.29,21,53
2024-01-23,11.85,1.1,63.8,12.78,1.3,69.8,34.02,28.33,42.78,35.46,19,48
2024-01-24,12.75,1.0,43.9,13.93,1.3,52.4,34.32,28.33,42.78,37.81,22,52
2024-01-25,11.93,1.1,33.8,12.63,1.3,37.8,34.42,29.44,42.22,38.42,23,54
2024-01-26,16.67,3.1,38.5,17.89,3.4,45.1,33.6,28.89,43.33,42.14,23,56
2024-01-27,15.7,2.7,48.8,17.1,3.2,59.4,34.41,28.89,43.33,36.48,21,49
2024-01-28,14.94,3.4,58.4,16.05,3.8,69.0,34.8,28.89,44.44,38.1,21,55
2024-01-29,24.4,7.8,51.6,27.25,8.3,63.4,35.84,30.0,46.11,36.15,18,50
2024-01-30,16.35,2.3,40.2,18.05,2.4,47.5,34.84,30.56,43.33,43.12,26,55
2024-01-31,7.58,1.9,22.5,8.28,2.0,25.5,32.56,32.22,33.33,48.6,46,50
2024-02-01,13.45,10.5,16.3,16.5,13.3,19.7,37.58,35.0,40.0,30.45,27,37
2024-02-02,18.08,9.5,36.2,21.18,11.7,42.9,35.44,29.44,46.67,36.62,18,51
2024-02-03,24.85,7.9,45.3,28.54,9.1,55.3,36.18,28.89,47.78,35.98,15,53
2024-02-04,24.86,7.8,46.8,27.99,8.4,57.2,37.07,30.56,49.44,33.71,14,48
2024-02-05,31.48,6.2,64.4,36.03,6.5,72.9,36.91,31.11,46.11,34.67,20,48
2024-02-06,20.99,5.9,47.4,22.96,6.3,56.2,36.08,31.67,45.56,41.35,22,56
2024-02-07,8.7,1.7,29.2,9.08,1.8,30.8,34.25,30.56,43.89,48.39,24,60
2024-02-08,10.88,4.0,27.5,11.64,4.3,28.9,35.53,29.44,44.44,42.08,23,59
2024-02-09,11.22,5.6,24.9,12.11,6.2,25.7,35.53,30.0,44.44,41.6,23,58
2024-02-10,7.59,3.6,11.8,8.48,4.1,13.2,34.98,30.0,43.33,43.0,25,58
2024-02-11,15.71,10.9,37.8,17.11,11.6,44.8,35.15,29.44,42.78,39.96,20,56
2024-02-12,26.92,12.2,56.3,30.94,13.9,67.0,35.09,30.0,42.22,37.58,24,51
2024-02-13,8.98,1.0,22.3,10.05,1.3,24.2,34.57,29.44,42.22,44.04,27,59
2024-02-14,9.23,5.5,16.0,10.35,6.3,17.3,34.92,30.0,42.78,45.33,27,62
2024-02-15,10.68,5.7,14.6,12.06,6.3,16.2,35.42,29.44,45.0,41.6,19,58
2024-02-16,16.78,8.7,32.9,18.27,9.6,37.2,34.99,29.44,42.22,36.75,23,52
2024-02-17,18.03,11.2,32.7,19.3,12.2,36.7,34.19,28.89,40.56,38.08,25,51
2024-02-18,17.16,6.4,30.0,18.16,6.8,31.9,34.83,28.89,42.78,38.62,22,55
2024-02-19,25.68,10.7,55.5,28.55,11.4,66.4,35.09,28.89,42.78,35.62,19,50
2024-02-20,40.23,7.4,99.4,45.11,8.1,102.6,35.01,28.89,45.0,33.73,16,50
2024-02-21,52.9,11.6,159.0,56.81,12.6,164.1,35.14,28.89,45.0,33.44,16,50
2024-02-22,65.12,24.8,177.5,69.81,25.7,184.3,35.68,29.44,46.11,31.17,16,44
2024-02-23,54.31,32.8,112.6,61.44,36.0,116.0,36.1,29.44,45.0,33.15,20,48
2024-02-24,46.26,26.7,107.2,52.53,28.0,110.1,36.55,30.56,45.56,36.67,22,52
2024-02-25,32.45,15.1,80.0,37.3,16.5,83.2,36.5,30.56,45.0,36.0,21,51
2024-02-26,28.82,14.9,52.6,33.6,16.7,64.4,36.24,30.56,43.89,35.33,20,46
2024-02-27,44.22,17.9,95.8,51.32,19.3,99.5,35.72,30.56,43.89,39.79,21,56
2024-02-28,42.67,21.2,87.3,49.08,22.6,91.6,36.16,30.56,45.56,32.5,18,48
2024-02-29,42.2,26.0,71.8,49.3,27.3,77.6,36.24,31.11,44.44,32.83,20,45
2024-03-01,46.34,25.1,90.2,52.51,26.0,93.5,35.9,31.11,42.78,35.08,23,46
2024-03-02,41.9,12.9,114.0,45.77,13.2,117.7,35.44,30.0,43.33,36.4,23,50
2024-03-03,48.63,30.6,76.9,56.24,32.2,79.8,36.16,31.11,42.22,37.08,24,50
2024-03-04,47.41,26.3,96.0,54.62,27.0,99.3,36.76,31.11,46.67,35.65,19,49
2024-03-05,41.65,18.5,76.5,48.48,19.2,80.8,36.99,30.56,47.22,36.0,18,52
2024-03-06,39.1,15.0,78.3,44.22,15.5,82.7,36.4,30.56,43.89,38.06,24,54
2024-03-07,14.03,5.7,49.7,15.13,6.2,60.3,35.9,30.56,43.89,40.62,24,55
2024-03-08,15.77,8.4,41.1,17.3,9.3,48.8,36.09,30.56,44.44,39.5,22,55
2024-03-09,27.28,12.1,81.3,30.84,13.1,85.5,36.56,31.11,45.0,37.88,22,54
2024-03-10,30.15,13.9,52.4,33.8,15.1,63.3,36.97,31.11,46.67,35.5,19,51
2024-03-11,57.3,28.3,123.4,63.79,29.7,127.5,37.41,31.11,46.67,31.94,17,44
2024-03-12,86.47,45.2,144.1,92.64,54.6,149.2,36.63,31.67,42.78,35.44,26,45
2024-03-13,48.72,30.7,85.4,55.25,33.3,90.4,36.53,30.56,45.56,37.15,21,51
2024-03-14,48.59,15.8,177.3,53.21,16.5,184.6,37.22,31.67,46.11,37.17,20,53
2024-03-15,15.6,4.1,37.9,17.16,4.5,44.7,36.35,31.11,45.0,39.0,21,55
2024-03-16,12.5,4.7,54.1,13.78,5.0,63.4,34.65,30.0,39.44,43.71,32,62
2024-03-17,20.84,7.0,120.5,22.52,7.6,124.2,36.53,30.56,47.22,39.75,19,56
2024-03-18,19.58,4.1,105.0,21.43,4.5,108.7,36.5,30.56,45.0,37.1,21,55
2024-03-19,15.27,9.4,37.6,16.56,10.2,43.9,35.89,31.11,41.67,37.73,25,52
2024-03-20,11.46,7.0,21.8,12.41,7.8,23.0,35.89,30.0,43.33,37.21,21,54
2024-03-21,20.37,8.4,39.7,22.01,9.1,47.2,36.46,30.0,47.22,34.65,16,52
2024-03-22,50.25,14.7,149.8,55.46,15.7,154.9,36.55,30.56,45.56,31.72,17,45
2024-03-23,99.19,30.1,260.9,105.41,32.2,270.6,36.78,30.56,47.22,32.2,16,47
2024-03-24,103.88,45.9,373.2,113.71,55.7,397.2,36.1,30.56,43.89,34.73,22,45
2024-03-25,178.89,53.6,356.4,190.92,65.5,378.9,36.41,30.0,45.0,39.12,21,58
2024-03-26,67.88,45.1,111.0,75.3,54.2,114.8,37.81,32.78,44.44,35.15,21,49
2024-03-27,81.54,49.6,146.2,88.69,60.4,152.1,38.41,32.22,48.33,33.27,17,48
2024-03-28,84.96,46.9,157.0,90.7,56.8,164.4,35.24,29.44,42.78,46.52,30,69
2024-03-29,65.33,14.5,114.8,69.55,14.9,119.5,35.22,30.56,43.89,45.9,27,61
2024-03-30,42.35,20.8,73.2,48.93,21.2,77.9,36.02,31.11,43.89,41.6,24,56
2024-03-31,52.31,4.2,165.8,56.63,4.5,172.4,35.91,29.44,46.11,46.15,21,73
2024-04-01,64.06,37.2,122.0,71.71,43.5,127.0,37.35,31.67,47.22,35.21,16,56
2024-04-02,116.81,55.4,320.8,125.15,67.1,341.3,37.97,32.78,46.11,32.75,20,45
2024-04-03,125.82,59.1,315.4,133.42,69.6,332.7,37.12,31.67,45.0,35.94,22,47
2024-04-04,84.04,15.8,231.3,90.23,16.6,243.2,35.64,31.11,42.78,42.79,28,61
2024-04-05,10.37,3.9,17.2,10.96,4.2,18.2,31.84,30.0,38.33,60.21,38,70
2024-04-06,14.22,6.0,32.3,15.35,6.4,36.4,33.8,28.89,42.22,53.06,26,75
2024-04-07,23.11,11.1,43.5,25.86,12.2,52.3,35.76,29.44,46.67,38.79,18,53
2024-04-08,35.36,17.0,58.8,40.56,18.1,69.7,36.6,30.56,46.67,35.88,18,51
2024-04-09,67.96,35.0,145.8,75.09,40.5,151.9,36.79,31.11,46.11,35.4,19,50
2024-04-10,89.4,41.2,183.4,97.1,49.2,191.8,36.97,30.56,46.67,33.12,17,47
2024-04-11,42.01,5.4,93.4,46.24,6.0,97.2,36.3,30.56,44.44,40.15,22,58
2024-04-12,19.73,2.2,40.6,21.62,2.5,48.3,36.5,30.56,46.67,37.58,19,52
2024-04-13,10.56,2.9,22.3,11.21,3.1,23.2,35.34,30.0,42.22,40.52,24,56
2024-04-14,30.0,12.0,50.4,33.87,12.8,61.7,36.7,31.11,46.67,36.71,19,51
2024-04-15,59.49,34.4,109.5,65.39,39.1,113.6,36.67,30.56,47.22,34.48,19,48
2024-04-16,28.37,6.7,63.5,32.01,7.0,72.0,36.66,31.11,46.67,39.98,22,55
2024-04-17,12.08,0.1,33.8,12.78,0.1,38.3,34.61,31.11,41.67,49.73,29,65
2024-04-18,8.92,2.6,24.2,9.26,2.7,25.1,35.5,29.44,46.11,46.31,24,67
2024-04-19,0.85,0.0,11.0,0.92,0.0,11.3,32.41,27.78,36.67,54.33,39,77
2024-04-20,4.91,0.9,14.9,5.1,1.0,15.4,33.29,28.89,42.78,55.75,31,74
2024-04-21,11.55,4.9,24.6,12.98,6.3,25.6,33.0,30.0,41.11,56.81,31,70
2024-04-22,5.68,2.2,10.3,7.0,2.9,11.8,34.91,27.78,47.22,54.83,22,83
2024-04-23,1.9,0.2,7.2,2.44,0.3,8.8,34.04,30.0,40.56,47.9,33,57
2024-04-24,0.92,0.0,10.0,1.04,0.0,10.3,31.08,28.33,38.33,64.33,42,74
2024-04-25,5.1,0.0,10.2,6.39,0.1,11.6,32.56,28.33,40.56,58.19,31,74
2024-04-26,7.86,5.2,10.5,9.84,6.5,12.2,34.46,28.89,45.0,48.69,22,70
2024-04-27,6.61,2.6,10.7,7.85,2.9,12.6,37.11,30.56,47.78,41.6,21,61
2024-04-28,4.05,1.4,10.8,4.66,1.7,12.3,36.48,30.56,45.56,44.15,22,66
2024-04-29,1.89,0.1,5.1,2.15,0.1,5.4,36.76,31.11,48.33,44.08,21,62
2024-04-30,1.97,0.0,11.4,2.08,0.0,11.9,33.63,26.67,44.44,56.21,27,95
2024-05-01,1.02,0.0,11.0,1.12,0.1,11.3,34.29,30.0,46.11,53.44,24,68
2024-05-02,1.68,0.0,5.0,2.02,0.1,5.9,35.17,30.56,45.0,51.56,29,65
2024-05-03,2.13,0.0,21.9,2.38,0.0,22.6,31.99,29.44,38.33,60.85,40,71
2024-05-04,1.33,0.0,18.8,1.47,0.0,19.5,34.54,28.89,44.44,56.04,28,79
2024-05-05,0.34,0.0,2.6,0.4,0.0,2.7,34.83,29.44,45.56,55.02,27,74
2024-05-06,1.02,0.0,6.3,1.24,0.1,6.9,31.34,27.78,35.0,66.27,51,83
2024-05-07,1.05,0.0,4.1,1.22,0.1,4.1,30.39,28.33,34.44,68.45,53,79
2024-05-08,2.08,0.0,12.9,2.22,0.0,13.6,34.75,24.44,45.56,54.95,26,78
2024-05-09,0.75,0.0,7.7,0.84,0.0,8.0,32.79,30.56,40.0,58.67,40,68
2024-05-10,1.14,0.0,5.8,1.24,0.0,6.1,29.81,26.67,32.22,71.21,59,86
2024-05-11,4.44,0.0,20.6,4.62,0.0,21.3,34.83,28.89,46.67,54.77,24,75
2024-05-12,0.01,0.0,0.1,0.04,0.0,0.3,33.85,28.33,43.89,55.62,30,73
2024-05-13,3.19,0.0,7.3,3.88,0.0,8.4,34.68,30.0,43.89,52.71,27,72
2024-05-14,2.79,0.0,8.2,3.24,0.1,9.3,35.2,30.0,45.0,49.81,26,67
2024-05-15,1.37,0.0,11.2,1.49,0.1,11.4,34.71,30.0,45.0,51.79,28,65
2024-05-16,0.89,0.0,5.8,0.98,0.1,5.9,35.13,28.89,46.67,52.52,25,74
2024-05-17,1.56,0.6,5.2,1.7,0.7,5.4,35.54,31.11,46.11,50.75,28,67
2024-05-18,1.89,0.0,13.4,2.02,0.0,14.7,31.28,28.33,37.22,63.92,42,79
2024-05-19,4.67,0.0,42.0,5.25,0.0,50.9,30.65,26.67,34.44,62.58,49,77
2024-05-20,0.92,0.0,12.1,1.05,0.0,12.4,34.59,28.33,44.44,54.25,29,79
2024-05-21,1.19,0.0,5.9,1.35,0.0,6.1,34.91,30.0,46.11,54.06,27,71
2024-05-22,1.75,0.3,11.9,1.88,0.3,12.5,35.43,30.0,45.56,53.12,28,73
2024-05-23,3.51,1.3,19.9,3.76,1.4,20.8,35.42,31.11,43.89,51.67,29,69
2024-05-24,1.8,0.0,10.6,1.92,0.0,10.9,32.23,29.44,36.11,60.81,46,72
2024-05-25,0.1,0.0,3.7,0.11,0.0,3.9,32.21,18.33,41.67,57.28,33,73
2024-05-26,0.18,0.0,1.0,0.22,0.0,1.1,32.66,29.44,42.22,59.6,32,73
2024-05-27,0.69,0.0,5.9,0.78,0.0,6.1,33.04,28.89,45.0,58.62,29,75
2024-05-28,0.54,0.0,2.6,0.61,0.0,2.7,30.56,29.44,33.33,68.79,57,78
2024-05-29,0.56,0.0,4.4,0.64,0.0,4.7,33.7,28.33,46.11,58.02,25,77
2024-05-30,0.57,0.0,4.6,0.64,0.0,4.8,31.47,28.33,39.44,62.94,40,74
2024-05-31,1.71,0.2,8.3,1.79,0.2,8.6,32.26,27.22,42.78,61.79,31,83
2024-06-01,0.42,0.0,2.4,0.47,0.0,2.6,33.12,29.44,43.89,58.79,32,72
2024-06-02,0.32,0.0,2.9,0.38,0.0,3.0,32.26,27.78,42.22,61.44,32,80
2024-06-03,2.27,0.0,11.9,2.4,0.0,12.2,33.65,27.78,44.44,56.83,30,72
2024-06-04,0.65,0.0,3.1,0.74,0.0,3.3,33.53,27.78,44.44,56.35,27,74
2024-06-05,2.09,0.1,9.2,2.25,0.2,9.6,35.34,29.44,46.11,51.38,27,73
2024-06-06,1.63,0.0,5.6,1.79,0.0,5.9,33.77,27.78,45.0,55.0,28,71
2024-06-07,1.53,0.0,10.0,1.7,0.1,10.5,31.12,28.33,36.67,65.12,46,79
2024-06-08,0.6,0.0,2.6,0.68,0.0,2.8,32.21,27.22,45.0,61.23,28,75
2024-06-09,0.91,0.0,8.0,1.0,0.0,8.5,32.2,27.78,42.22,62.15,33,82
2024-06-10,0.71,0.0,10.7,0.8,0.1,11.1,31.68,28.89,38.89,63.54,41,75
2024-06-11,0.85,0.0,13.9,0.96,0.0,14.8,34.69,28.89,45.56,55.1,26,73
2024-06-12,0.96,0.0,11.7,1.04,0.0,12.1,32.31,29.44,37.78,58.9,43,69
2024-06-13,0.65,0.0,5.6,0.71,0.0,5.9,32.58,27.78,42.22,60.23,32,76
2024-06-14,0.88,0.0,4.8,0.99,0.1,5.1,34.38,29.44,44.44,55.44,29,74
2024-06-15,0.13,0.0,0.7,0.17,0.0,0.8,33.85,28.33,44.44,53.54,28,70
2024-06-16,1.75,0.1,6.9,1.9,0.1,7.2,34.25,29.44,43.89,52.35,29,71
2024-06-17,3.61,1.2,10.5,3.81,1.3,11.1,34.53,29.44,44.44,52.6,27,75
2024-06-18,3.25,0.2,7.7,3.45,0.3,8.0,32.44,28.33,42.22,58.58,34,70
2024-06-19,1.54,1.2,1.8,1.7,1.4,1.9,30.87,30.0,31.11,65.43,64,66
2024-06-20,2.23,1.5,3.8,2.41,1.6,4.2,31.79,30.56,34.44,59.0,44,68
2024-06-21,2.01,0.0,11.5,2.13,0.0,12.0,32.91,28.89,44.44,59.94,28,76
2024-06-22,1.11,0.0,12.0,1.2,0.0,12.7,33.21,27.78,43.33,55.83,30,71
2024-06-23,0.82,0.0,5.8,0.9,0.0,6.0,34.17,27.22,46.11,53.1,26,74
2024-06-24,0.64,0.0,3.7,0.73,0.0,3.9,34.44,27.78,46.67,53.52,24,76
2024-06-25,0.97,0.0,5.9,1.07,0.0,6.3,34.59,28.33,45.56,50.23,25,68
2024-06-26,1.35,0.0,13.2,1.46,0.1,14.0,32.3,30.0,37.78,57.1,42,67
2024-06-27,0.96,0.3,3.2,1.04,0.3,3.3,34.78,28.89,46.11,52.79,24,71
2024-06-28,1.64,0.6,4.2,1.78,0.7,4.4,33.5,29.44,42.78,52.97,33,62
2024-06-29,2.26,0.0,9.8,2.39,0.1,10.3,30.24,26.67,40.56,65.67,34,84
2024-06-30,2.68,0.6,10.0,2.81,0.7,10.4,31.98,27.78,42.22,59.12,31,75
2024-07-01,2.59,1.0,4.5,2.74,1.1,4.7,34.35,29.44,46.11,53.62,26,68
2024-07-02,4.5,1.7,10.3,4.69,1.8,10.6,34.24,28.89,45.0,54.5,27,76
2024-07-03,4.28,1.2,7.9,4.52,1.4,8.2,32.3,30.0,36.11,58.7,45,67
2024-07-04,2.32,0.7,9.4,2.47,0.8,9.7,33.77,27.78,43.33,55.54,30,76
2024-07-05,2.17,0.0,15.4,2.37,0.0,16.3,33.47,28.89,45.0,55.88,28,71
2024-07-06,0.99,0.0,5.2,1.13,0.1,5.6,32.6,28.33,41.11,57.52,34,72
2024-07-07,3.1,1.4,6.8,3.29,1.5,7.1,31.45,27.78,42.22,61.83,33,80
2024-07-08,1.49,0.3,6.6,1.7,0.4,6.9,33.03,27.78,43.33,57.25,32,75
2024-07-09,2.41,0.0,12.5,2.68,0.1,13.3,34.38,28.89,43.89,52.56,28,68
2024-07-10,2.08,0.8,9.7,2.39,1.1,10.2,35.22,30.0,46.11,51.73,25,69
2024-07-11,1.06,0.0,9.4,1.24,0.0,9.7,31.54,27.78,38.89,59.62,41,73
2024-07-12,3.35,0.2,10.4,3.61,0.3,10.9,31.04,28.33,36.67,63.6,45,77
2024-07-13,2.06,0.4,5.6,2.25,0.5,6.0,29.31,23.89,32.78,67.54,50,78
2024-07-14,3.26,0.2,13.6,3.42,0.2,14.1,29.71,27.22,37.78,67.27,43,80
2024-07-15,5.18,1.0,10.8,5.4,1.1,11.2,31.99,27.22,43.33,59.4,30,76
2024-07-16,4.96,0.2,8.2,5.11,0.2,8.4,31.16,27.78,40.56,61.17,34,72
2024-07-17,3.79,0.1,13.0,3.96,0.1,13.4,29.7,26.67,36.67,65.54,41,82
2024-07-18,1.75,0.5,6.3,1.84,0.5,6.6,31.17,28.33,40.0,62.27,36,74
2024-07-19,6.35,3.6,18.5,6.58,3.8,19.2,31.97,27.78,42.22,60.52,33,77
2024-07-20,4.93,0.1,15.4,5.11,0.2,15.8,31.94,28.33,40.56,61.21,36,75
2024-07-21,5.06,2.3,14.0,5.24,2.4,14.6,32.37,27.78,42.22,57.31,33,72
2024-07-22,7.74,2.0,18.5,7.99,2.2,19.5,31.79,27.78,42.78,59.35,31,72
2024-07-23,8.47,0.5,59.3,8.83,0.6,64.4,31.35,26.67,41.11,62.44,36,79
2024-07-24,3.84,0.8,9.4,4.01,0.9,9.8,33.52,26.67,43.89,55.94,29,78
2024-07-25,4.49,1.7,10.5,4.71,1.8,11.0,34.76,30.0,44.44,51.12,27,72
2024-07-26,4.9,2.5,32.1,5.21,2.7,37.5,33.74,28.89,43.33,54.06,31,74
2024-07-27,4.23,1.9,16.3,4.39,2.0,16.9,32.65,28.89,41.11,57.08,32,74
2024-07-28,6.18,3.8,12.9,6.4,4.0,13.4,34.8,29.44,45.56,54.27,27,74
2024-07-29,5.46,2.4,12.7,5.67,2.5,13.3,35.15,28.33,46.11,50.94,24,71
2024-07-30,3.82,0.2,14.2,4.0,0.3,14.8,32.86,27.22,41.67,54.92,31,77
2024-07-31,6.25,4.1,26.2,6.54,4.3,28.0,34.88,28.33,45.0,49.35,25,69
2024-08-01,6.32,5.2,11.6,6.6,5.4,12.0,35.28,29.44,46.11,47.94,24,65
2024-08-02,3.81,0.3,8.6,4.02,0.4,9.0,31.4,27.78,38.33,59.56,39,74
2024-08-03,4.99,2.6,10.3,5.22,2.9,10.8,34.27,28.33,46.11,54.81,24,81
2024-08-04,6.14,4.6,8.7,6.38,4.8,9.0,35.71,30.0,46.67,49.02,25,67
2024-08-05,7.39,5.5,10.1,7.68,5.8,10.5,35.94,28.89,47.78,48.75,22,70
2024-08-06,7.38,4.8,17.3,7.65,5.0,17.8,34.65,30.0,42.22,49.38,31,65
2024-08-07,5.96,2.6,21.8,6.35,2.9,23.9,33.96,28.89,43.89,52.73,28,73
2024-08-08,1.75,0.3,4.3,1.93,0.3,4.6,35.29,28.89,48.33,48.92,21,65
2024-08-09,2.61,0.9,6.3,2.84,1.1,7.9,31.5,28.33,36.67,60.15,46,73
2024-08-10,3.61,1.0,10.2,3.77,1.0,10.6,29.62,27.78,37.78,66.42,42,77
2024-08-11,4.32,0.7,9.5,4.5,0.7,9.8,31.11,26.11,42.22,61.15,31,79
2024-08-12,4.14,0.9,12.7,4.31,0.9,13.2,31.91,27.22,42.22,57.46,33,75
2024-08-13,11.76,1.5,23.6,12.11,1.6,24.3,34.54,28.89,45.56,51.17,25,68
2024-08-14,4.88,1.1,13.8,5.13,1.3,14.3,34.7,27.78,45.56,50.1,24,71
2024-08-15,4.83,2.8,10.7,5.11,3.1,11.3,36.06,29.44,46.67,45.23,23,68
2024-08-16,11.32,7.5,18.6,11.75,7.9,19.3,36.44,30.0,46.67,44.42,23,64
2024-08-17,18.06,15.9,22.6,18.61,16.4,23.2,36.27,30.56,46.11,45.88,24,64
2024-08-18,19.28,14.8,26.6,19.89,15.2,27.9,35.34,28.33,46.67,47.29,23,66
2024-08-19,22.5,18.9,29.0,23.28,19.5,30.8,36.86,30.56,47.78,45.12,21,66
2024-08-20,19.98,15.2,27.8,20.7,15.8,29.5,36.72,30.56,47.78,43.75,21,60
2024-08-21,18.51,11.3,27.3,19.22,11.6,28.8,36.53,31.11,45.56,45.33,22,59
2024-08-22,13.33,10.0,16.8,13.86,10.3,17.4,35.66,30.56,46.67,47.4,24,62
2024-08-23,10.01,6.0,19.5,10.43,6.2,20.3,35.86,28.89,47.22,47.96,22,70
2024-08-24,8.27,2.7,13.2,8.59,2.8,13.6,36.48,30.56,46.11,43.21,22,59
2024-08-25,11.66,7.8,18.6,12.14,8.2,19.4,35.75,29.44,47.78,47.48,21,69
2024-08-26,20.2,15.0,25.0,20.9,15.6,25.7,35.47,31.11,47.78,46.79,22,61
2024-08-27,15.5,5.7,32.7,16.16,5.9,36.5,29.71,26.11,33.33,65.17,49,76
2024-08-28,6.76,0.9,16.5,7.02,1.0,17.2,33.28,26.67,45.0,55.25,25,78
2024-08-29,25.18,13.3,36.9,26.93,13.6,42.7,33.14,30.0,43.33,54.92,29,66
2024-08-30,20.61,13.5,26.9,21.19,13.8,28.1,34.07,28.89,47.78,52.15,23,67
2024-08-31,11.38,1.1,28.5,11.78,1.2,29.9,30.1,27.22,34.44,64.75,46,75
2024-09-01,5.51,0.4,15.2,5.73,0.5,15.6,33.43,27.78,45.0,56.5,27,76
2024-09-02,8.13,3.9,13.6,8.4,4.0,14.2,35.53,29.44,47.78,49.35,20,70
2024-09-03,7.16,4.4,11.2,7.43,4.5,11.6,36.01,30.0,46.11,47.31,24,66
2024-09-04,5.85,3.5,8.9,6.12,3.7,9.3,36.42,30.0,47.22,45.72,23,64
2024-09-05,6.84,4.8,10.9,7.16,5.0,11.3,36.48,30.56,48.33,46.5,22,62
2024-09-06,12.37,7.3,30.6,12.87,7.5,33.7,35.94,29.44,48.89,48.33,22,67
2024-09-07,12.92,9.4,18.3,13.31,9.7,18.9,36.69,31.11,48.33,45.77,21,65
2024-09-08,11.44,7.3,15.6,11.89,7.6,16.2,37.34,31.11,47.78,42.62,20,62
2024-09-09,9.65,7.5,15.0,10.06,7.8,15.6,37.52,31.11,48.33,42.31,20,63
2024-09-10,12.49,10.3,14.9,12.91,10.5,15.5,37.21,30.56,47.78,41.12,22,55
2024-09-11,14.55,11.8,17.4,15.01,12.2,18.0,37.49,31.11,48.33,42.25,20,57
2024-09-12,13.7,10.8,16.1,14.21,11.1,16.6,37.74,31.67,47.78,40.29,20,57
2024-09-13,14.22,12.1,17.6,14.75,12.5,18.1,37.2,30.56,47.78,41.33,22,60
2024-09-14,7.19,4.0,12.3,7.54,4.3,12.7,32.18,27.78,41.11,59.17,37,76
2024-09-15,6.71,5.2,8.9,7.01,5.4,9.4,35.41,29.44,46.67,52.0,23,71
2024-09-16,8.78,6.8,12.2,9.13,7.1,12.6,37.38,30.56,48.33,42.52,21,60
2024-09-17,10.57,3.9,14.8,10.92,4.1,15.1,36.46,29.44,48.33,44.25,21,59
2024-09-18,9.89,5.7,14.8,10.22,5.9,15.4,35.91,28.89,48.89,49.96,21,74
2024-09-19,9.73,6.0,20.0,10.1,6.3,20.7,37.25,31.11,46.67,43.46,21,61
2024-09-20,9.22,7.9,13.6,9.58,8.3,14.3,37.65,31.11,48.33,41.23,19,59
2024-09-21,10.87,5.8,15.3,11.27,6.0,15.8,37.14,31.11,47.78,41.52,20,57
2024-09-22,8.61,7.3,11.7,8.94,7.6,12.1,37.23,30.56,48.33,40.23,18,59
2024-09-23,12.57,9.4,15.2,12.95,9.8,15.8,37.43,31.11,47.78,39.54,20,57
2024-09-24,9.43,5.0,13.9,9.7,5.2,14.3,37.53,31.11,47.22,40.06,21,55
2024-09-25,5.82,2.6,10.9,6.04,2.8,11.9,35.74,28.89,46.11,44.08,24,61
2024-09-26,10.8,7.3,13.6,11.15,7.6,14.0,36.84,30.0,47.22,43.94,21,61
2024-09-27,13.25,10.2,18.7,13.64,10.5,19.2,36.66,30.56,46.11,46.25,23,66
